timestamp,frame_num,action,reasoning,detected_objects
1775716576.238781,112,STOP,Critical: Dynamic 'person' close (1.58m),person(dynamic_obstacles | d:1.58m | r:1.78)
1775716576.6986856,113,STOP,Critical: Dynamic 'person' close (1.56m),person(dynamic_obstacles | d:1.56m | r:1.81); tv(unknown | d:1.27m | r:0.37)
1775716577.2269187,114,STOP,Critical: Dynamic 'person' close (1.65m),person(dynamic_obstacles | d:1.65m | r:1.71); tv(unknown | d:1.38m | r:0.34)
1775716577.6812043,115,STOP,Critical: Dynamic 'person' close (1.66m),person(dynamic_obstacles | d:1.66m | r:1.70); tv(unknown | d:1.38m | r:0.34)
1775716578.1489146,116,STOP,Critical: Dynamic 'person' close (1.85m),person(dynamic_obstacles | d:1.85m | r:1.54); tv(unknown | d:1.74m | r:0.27)
1775716578.6144674,117,STOP,Critical: Dynamic 'person' close (1.60m),person(dynamic_obstacles | d:1.60m | r:1.76); tv(unknown | d:1.37m | r:0.34)
1775716579.1757786,118,STOP,Critical: Dynamic 'person' close (1.53m),person(dynamic_obstacles | d:1.53m | r:1.85); tv(unknown | d:1.53m | r:0.31)
1775716579.7905443,119,STOP,Critical: Dynamic 'person' close (1.41m),person(dynamic_obstacles | d:1.41m | r:1.98); tv(unknown | d:1.41m | r:0.33)
1775716580.235814,120,STOP,Critical: Dynamic 'person' close (1.65m),person(dynamic_obstacles | d:1.65m | r:1.71); tv(unknown | d:1.44m | r:0.33)
1775716580.695519,121,STOP,Critical: Dynamic 'person' close (1.60m),person(dynamic_obstacles | d:1.60m | r:1.76); tv(unknown | d:1.42m | r:0.33)
1775716581.1388216,122,STOP,Critical: Dynamic 'person' close (1.38m),person(dynamic_obstacles | d:1.38m | r:2.03); tv(unknown | d:1.35m | r:0.35)
1775716581.6754289,123,STOP,Critical: Dynamic 'person' close (1.70m),person(dynamic_obstacles | d:1.70m | r:1.66); tv(unknown | d:1.39m | r:0.34)
1775716582.128762,124,STOP,Critical: Dynamic 'person' close (1.66m),person(dynamic_obstacles | d:1.66m | r:1.70); tv(unknown | d:1.60m | r:0.29)
1775716582.5749588,125,STOP,Critical: Dynamic 'person' close (1.64m),person(dynamic_obstacles | d:1.64m | r:1.72); tv(unknown | d:1.61m | r:0.29)
1775716583.0673177,126,STOP,Critical: Dynamic 'person' close (1.55m),person(dynamic_obstacles | d:1.55m | r:1.82); tv(unknown | d:1.54m | r:0.31)
1775716583.6732063,127,STOP,Critical: Dynamic 'person' close (1.55m),person(dynamic_obstacles | d:1.55m | r:1.82); tv(unknown | d:1.57m | r:0.30)
1775716584.5489812,128,STOP,Critical: Dynamic 'person' close (1.48m),person(dynamic_obstacles | d:1.48m | r:1.90); tv(unknown | d:1.34m | r:0.35)
1775716585.2049835,129,STOP,Critical: Dynamic 'person' close (1.41m),person(dynamic_obstacles | d:1.41m | r:1.98)
1775716585.6808355,130,STOP,Critical: Dynamic 'person' close (1.16m),person(dynamic_obstacles | d:1.16m | r:2.38)
1775716586.4272532,131,STOP,Critical: Dynamic 'person' close (1.57m),person(dynamic_obstacles | d:1.57m | r:1.80)
1775716586.9042492,132,STOP,Critical: Dynamic 'person' close (1.45m),person(dynamic_obstacles | d:1.45m | r:1.94)
1775716587.357467,133,STOP,Critical: Dynamic 'person' close (1.42m),person(dynamic_obstacles | d:1.42m | r:1.97)
1775716587.845464,134,STOP,Critical: Dynamic 'person' close (1.37m),person(dynamic_obstacles | d:1.37m | r:2.04)
1775716588.5033984,135,STOP,Critical: Dynamic 'person' close (1.58m),person(dynamic_obstacles | d:1.58m | r:1.78)
1775716588.9828458,136,STOP,Critical: Dynamic 'person' close (1.45m),person(dynamic_obstacles | d:1.45m | r:1.93)
1775716589.4182296,137,STOP,Critical: Dynamic 'person' close (1.12m),person(dynamic_obstacles | d:1.12m | r:2.45)
1775716589.8637466,138,STOP,Critical: Dynamic 'person' close (1.19m),person(dynamic_obstacles | d:1.19m | r:2.33)
1775716590.3419719,139,STOP,Critical: Dynamic 'person' close (1.21m),person(dynamic_obstacles | d:1.21m | r:2.28)
1775716590.886193,140,STOP,Critical: Dynamic 'person' close (1.48m),person(dynamic_obstacles | d:1.48m | r:1.90)
1775716591.332211,141,STOP,Critical: Dynamic 'person' close (1.44m),person(dynamic_obstacles | d:1.44m | r:1.94)
1775716591.7782903,142,STOP,Critical: Dynamic 'person' close (1.39m),person(dynamic_obstacles | d:1.39m | r:2.02)
1775716592.2336986,143,STOP,Critical: Dynamic 'person' close (1.37m),person(dynamic_obstacles | d:1.37m | r:2.04)
1775716592.6792305,144,STOP,Critical: Dynamic 'person' close (1.41m),person(dynamic_obstacles | d:1.41m | r:1.98)
1775716593.252619,145,STOP,Critical: Dynamic 'person' close (1.39m),person(dynamic_obstacles | d:1.39m | r:2.01)
1775716593.6960287,146,STOP,Critical: Dynamic 'person' close (1.35m),person(dynamic_obstacles | d:1.35m | r:2.07)
1775716594.1595862,147,STOP,Critical: Dynamic 'person' close (1.40m),person(dynamic_obstacles | d:1.40m | r:2.00)
1775716594.6118057,148,STOP,Critical: Dynamic 'person' close (1.50m),person(dynamic_obstacles | d:1.50m | r:1.87)
1775716595.1290703,149,STOP,Critical: Dynamic 'person' close (1.46m),person(dynamic_obstacles | d:1.46m | r:1.92)
1775716595.5852852,150,STOP,Critical: Dynamic 'person' close (1.32m),person(dynamic_obstacles | d:1.32m | r:2.11)
1775716596.0370374,151,STOP,Critical: Dynamic 'person' close (1.30m),person(dynamic_obstacles | d:1.30m | r:2.14)
1775716596.4848378,152,STOP,Critical: Dynamic 'person' close (1.26m),person(dynamic_obstacles | d:1.26m | r:2.21)
1775716596.9418015,153,STOP,Critical: Dynamic 'person' close (1.30m),person(dynamic_obstacles | d:1.30m | r:2.14)
1775716597.4722219,154,STOP,Critical: Dynamic 'person' close (1.50m),person(dynamic_obstacles | d:1.50m | r:1.88); person(dynamic_obstacles | d:2.43m | r:1.19)
1775716597.915059,155,STOP,Critical: Dynamic 'person' close (1.28m),person(dynamic_obstacles | d:1.28m | r:2.17); person(dynamic_obstacles | d:1.49m | r:1.89)
1775716598.3907154,156,STOP,Critical: Dynamic 'person' close (1.33m),person(dynamic_obstacles | d:1.33m | r:2.09); person(dynamic_obstacles | d:1.09m | r:2.52)
1775716598.84033,157,STOP,Critical: Dynamic 'person' close (1.47m),person(dynamic_obstacles | d:1.47m | r:1.91); person(dynamic_obstacles | d:1.28m | r:2.17)
1775716599.2824373,158,STOP,Critical: Dynamic 'person' close (1.43m),person(dynamic_obstacles | d:1.43m | r:1.96); person(dynamic_obstacles | d:1.27m | r:2.19)
1775716599.783954,159,STOP,Critical: Dynamic 'person' close (1.49m),person(dynamic_obstacles | d:1.49m | r:1.89); person(dynamic_obstacles | d:1.25m | r:2.23)
1775716600.2296278,160,STOP,Critical: Dynamic 'person' close (1.27m),person(dynamic_obstacles | d:1.27m | r:2.19); person(dynamic_obstacles | d:2.97m | r:0.98)
1775716600.6770396,161,STOP,Critical: Dynamic 'person' close (1.37m),person(dynamic_obstacles | d:2.76m | r:1.05); person(dynamic_obstacles | d:1.37m | r:2.05)
1775716601.1186733,162,STOP,Critical: Dynamic 'person' close (1.89m),person(dynamic_obstacles | d:3.60m | r:0.81); person(dynamic_obstacles | d:1.89m | r:1.51)
1775716601.5650108,163,STOP,Critical: Dynamic 'person' close (1.25m),person(dynamic_obstacles | d:2.92m | r:0.99); person(dynamic_obstacles | d:1.25m | r:2.22)
1775716602.1020544,164,STOP,Critical: Dynamic 'person' close (1.19m),person(dynamic_obstacles | d:2.01m | r:1.42); person(dynamic_obstacles | d:1.19m | r:2.32)
1775716602.5519588,165,STOP,Critical: Dynamic 'person' close (1.10m),person(dynamic_obstacles | d:1.10m | r:2.50); person(dynamic_obstacles | d:1.49m | r:1.88)
1775716603.0105042,166,STOP,Critical: Dynamic 'person' close (1.10m),person(dynamic_obstacles | d:1.10m | r:2.50); person(dynamic_obstacles | d:1.50m | r:1.88)
1775716603.4658768,167,STOP,Critical: Dynamic 'person' close (1.12m),person(dynamic_obstacles | d:1.12m | r:2.46); person(dynamic_obstacles | d:1.38m | r:2.02)
1775716603.9291642,168,STOP,Critical: Dynamic 'person' close (1.14m),person(dynamic_obstacles | d:1.14m | r:2.42); person(dynamic_obstacles | d:1.16m | r:2.38)
1775716604.45973,169,STOP,Critical: Dynamic 'person' close (1.14m),person(dynamic_obstacles | d:1.14m | r:2.41); person(dynamic_obstacles | d:1.18m | r:2.35)
1775716604.925034,170,STOP,Critical: Dynamic 'person' close (1.14m),person(dynamic_obstacles | d:1.14m | r:2.42); person(dynamic_obstacles | d:1.15m | r:2.40)
1775716605.3809881,171,STOP,Critical: Dynamic 'person' close (1.14m),person(dynamic_obstacles | d:1.14m | r:2.42); person(dynamic_obstacles | d:1.15m | r:2.40)
1775716605.841934,172,STOP,Critical: Dynamic 'person' close (1.14m),person(dynamic_obstacles | d:1.14m | r:2.41); person(dynamic_obstacles | d:1.21m | r:2.28)
1775716606.301739,173,STOP,Critical: Dynamic 'person' close (1.12m),person(dynamic_obstacles | d:1.12m | r:2.46); person(dynamic_obstacles | d:2.24m | r:1.28)
1775716606.8311274,174,STOP,Critical: Dynamic 'person' close (1.14m),person(dynamic_obstacles | d:1.14m | r:2.41); person(dynamic_obstacles | d:3.48m | r:0.84)
1775716607.2707102,175,STOP,Critical: Dynamic 'person' close (1.12m),person(dynamic_obstacles | d:1.12m | r:2.45); person(dynamic_obstacles | d:2.89m | r:1.00); tv(unknown | d:2.59m | r:0.19)
1775716607.7171006,176,STOP,Critical: Dynamic 'person' close (1.13m),person(dynamic_obstacles | d:1.13m | r:2.45); person(dynamic_obstacles | d:3.28m | r:0.89)
1775716608.1598349,177,STOP,Critical: Dynamic 'person' close (1.12m),person(dynamic_obstacles | d:3.23m | r:0.90); person(dynamic_obstacles | d:1.12m | r:2.47)
1775716608.659182,178,STOP,Critical: Dynamic 'person' close (1.14m),person(dynamic_obstacles | d:1.14m | r:2.42); person(dynamic_obstacles | d:3.01m | r:0.96)
1775716609.1290724,179,STOP,Critical: Dynamic 'person' close (1.14m),person(dynamic_obstacles | d:1.14m | r:2.42); person(dynamic_obstacles | d:3.66m | r:0.80)
1775716609.586654,180,STOP,Critical: Dynamic 'person' close (1.15m),person(dynamic_obstacles | d:1.15m | r:2.40); person(dynamic_obstacles | d:4.19m | r:0.70)
1775716610.1810877,181,STOP,Critical: Dynamic 'person' close (1.15m),person(dynamic_obstacles | d:1.15m | r:2.40); person(dynamic_obstacles | d:4.05m | r:0.72)
1775716610.7268884,182,STOP,Critical: Dynamic 'person' close (1.15m),person(dynamic_obstacles | d:1.15m | r:2.41); person(dynamic_obstacles | d:4.08m | r:0.72)
1775716611.2496254,183,STOP,Critical: Dynamic 'person' close (1.17m),person(dynamic_obstacles | d:1.17m | r:2.36); person(dynamic_obstacles | d:3.66m | r:0.80)
1775716611.6926615,184,STOP,Critical: Dynamic 'person' close (1.15m),person(dynamic_obstacles | d:1.15m | r:2.40); person(dynamic_obstacles | d:3.53m | r:0.83)
1775716612.1476133,185,STOP,Critical: Dynamic 'person' close (1.23m),person(dynamic_obstacles | d:1.23m | r:2.26); person(dynamic_obstacles | d:3.30m | r:0.88)
1775716612.5905874,186,STOP,Critical: Dynamic 'person' close (1.22m),person(dynamic_obstacles | d:1.22m | r:2.27); person(dynamic_obstacles | d:3.20m | r:0.91); tv(unknown | d:3.16m | r:0.15)
1775716613.0278552,187,STOP,Critical: Dynamic 'person' close (1.13m),person(dynamic_obstacles | d:1.13m | r:2.44); person(dynamic_obstacles | d:6.52m | r:0.45)
1775716613.5530725,188,STOP,Critical: Dynamic 'person' close (1.13m),person(dynamic_obstacles | d:1.13m | r:2.44); person(dynamic_obstacles | d:5.90m | r:0.50)
1775716614.0106657,189,STOP,Critical: Dynamic 'person' close (1.11m),person(dynamic_obstacles | d:1.11m | r:2.49); person(dynamic_obstacles | d:1.38m | r:2.02); tv(unknown | d:3.50m | r:0.14)
1775716614.463143,190,STOP,Critical: Dynamic 'person' close (1.10m),person(dynamic_obstacles | d:1.10m | r:2.50)
1775716614.905034,191,STOP,Critical: Dynamic 'person' close (1.10m),person(dynamic_obstacles | d:1.10m | r:2.50); person(dynamic_obstacles | d:1.33m | r:2.10)
1775716615.3930922,192,STOP,Critical: Dynamic 'person' close (1.09m),person(dynamic_obstacles | d:1.09m | r:2.52); person(dynamic_obstacles | d:4.90m | r:0.60)
1775716615.8855493,193,STOP,Critical: Dynamic 'person' close (1.06m),person(dynamic_obstacles | d:1.06m | r:2.60); person(dynamic_obstacles | d:3.08m | r:0.94)
1775716616.3603938,194,STOP,Critical: Dynamic 'person' close (1.19m),person(dynamic_obstacles | d:1.19m | r:2.32); person(dynamic_obstacles | d:2.21m | r:1.30)
1775716616.7952054,195,STOP,Critical: Dynamic 'person' close (1.07m),person(dynamic_obstacles | d:1.07m | r:2.55); person(dynamic_obstacles | d:1.76m | r:1.62)
1775716617.2504067,196,STOP,Critical: Dynamic 'person' close (1.47m),person(dynamic_obstacles | d:1.47m | r:1.91); person(dynamic_obstacles | d:1.11m | r:2.47)
1775716617.744263,197,STOP,Critical: Dynamic 'person' close (1.59m),person(dynamic_obstacles | d:1.59m | r:1.77); person(dynamic_obstacles | d:1.26m | r:2.21)
1775716618.215997,198,STOP,Critical: Dynamic 'person' close (1.29m),person(dynamic_obstacles | d:1.29m | r:2.15); person(dynamic_obstacles | d:1.50m | r:1.87); remote(unknown | d:1.27m | r:0.36)
1775716618.6733758,199,STOP,Critical: Dynamic 'person' close (1.17m),person(dynamic_obstacles | d:1.17m | r:2.36)
1775716619.1329536,200,STOP,Critical: Dynamic 'person' close (1.16m),person(dynamic_obstacles | d:1.16m | r:2.39)
1775716619.581845,201,STOP,Critical: Dynamic 'person' close (1.14m),person(dynamic_obstacles | d:1.14m | r:2.41)
1775716620.1040463,202,STOP,Critical: Dynamic 'cat' close (1.96m),cat(dynamic_obstacles | d:1.96m | r:1.45)
1775716620.5677419,203,STOP,Critical: Dynamic 'person' close (1.16m),person(dynamic_obstacles | d:1.16m | r:2.37)
1775716621.0165167,204,STOP,Critical: Dynamic 'person' close (1.14m),person(dynamic_obstacles | d:1.14m | r:2.42)
1775716621.4698813,205,STOP,Critical: Dynamic 'person' close (1.47m),person(dynamic_obstacles | d:1.47m | r:1.91)
1775716621.9438152,206,STOP,Critical: Dynamic 'person' close (1.46m),person(dynamic_obstacles | d:1.46m | r:1.93)
1775716622.6681108,207,STOP,Critical: Dynamic 'person' close (1.46m),person(dynamic_obstacles | d:1.46m | r:1.92)
1775716623.1564796,208,STOP,Critical: Dynamic 'person' close (1.60m),person(dynamic_obstacles | d:1.60m | r:1.76)
1775716623.6108236,209,STOP,Critical: Dynamic 'person' close (1.49m),person(dynamic_obstacles | d:1.49m | r:1.89)
1775716624.3853106,210,STOP,Critical: Dynamic 'person' close (1.46m),person(dynamic_obstacles | d:1.46m | r:1.92)
1775716625.248467,211,STOP,Critical: Dynamic 'person' close (1.41m),person(dynamic_obstacles | d:1.41m | r:1.99)
1775716625.980143,212,STOP,Critical: Dynamic 'person' close (1.41m),person(dynamic_obstacles | d:1.41m | r:1.99)
1775716626.5185418,213,STOP,Critical: Dynamic 'person' close (1.45m),person(dynamic_obstacles | d:1.45m | r:1.93)
1775716627.0498903,214,STOP,Critical: Dynamic 'person' close (1.41m),person(dynamic_obstacles | d:1.41m | r:1.99)
1775716627.5561674,215,STOP,Critical: Dynamic 'person' close (1.44m),person(dynamic_obstacles | d:1.44m | r:1.95)
1775716628.0600677,216,STOP,Critical: Dynamic 'person' close (1.41m),person(dynamic_obstacles | d:1.41m | r:1.98)
1775716628.5338924,217,STOP,Critical: Dynamic 'person' close (1.40m),person(dynamic_obstacles | d:1.40m | r:2.00)
1775716629.063606,218,STOP,Critical: Dynamic 'person' close (1.43m),person(dynamic_obstacles | d:1.43m | r:1.96)
1775716629.6815026,219,STOP,Critical: Dynamic 'person' close (1.43m),person(dynamic_obstacles | d:1.43m | r:1.96)
1775716630.151909,220,STOP,Critical: Dynamic 'person' close (1.45m),person(dynamic_obstacles | d:1.45m | r:1.93)
1775716630.67594,221,STOP,Critical: Dynamic 'person' close (1.39m),person(dynamic_obstacles | d:1.39m | r:2.01)
1775716631.1408432,222,STOP,Critical: Dynamic 'person' close (1.36m),person(dynamic_obstacles | d:1.36m | r:2.05)
1775716807.2970717,0,TURN_RIGHT,"Center risky (3.2), moving to safest: Right (0.1)",person(dynamic_obstacles | d:1.17m | r:2.36)
1775716808.4285123,1,TURN_RIGHT,"Center risky (3.0), moving to safest: Right (0.2)",person(dynamic_obstacles | d:1.29m | r:2.15)
1775716809.2965894,2,TURN_RIGHT,"Center risky (3.1), moving to safest: Right (0.2)",person(dynamic_obstacles | d:1.18m | r:2.35)
1775716809.810034,3,TURN_RIGHT,"Center risky (3.2), moving to safest: Right (0.2)",person(dynamic_obstacles | d:1.14m | r:2.41)
1775716810.3372676,4,TURN_RIGHT,"Center risky (3.3), moving to safest: Right (0.2)",person(dynamic_obstacles | d:1.13m | r:2.45)
1775716810.9111526,5,TURN_RIGHT,"Center risky (3.2), moving to safest: Right (0.2)",person(dynamic_obstacles | d:1.16m | r:2.38)
1775716811.419656,6,TURN_RIGHT,"Center risky (3.2), moving to safest: Right (0.1)",person(dynamic_obstacles | d:1.16m | r:2.39)
1775716811.9819548,7,TURN_RIGHT,"Center risky (3.3), moving to safest: Right (0.2)",person(dynamic_obstacles | d:1.12m | r:2.46)
1775716812.4153805,8,TURN_RIGHT,"Center risky (3.3), moving to safest: Right (0.2)",person(dynamic_obstacles | d:1.12m | r:2.46)
1775716812.8807712,9,TURN_RIGHT,"Center risky (3.3), moving to safest: Right (0.2)",person(dynamic_obstacles | d:1.11m | r:2.47)
1775716813.389618,10,TURN_RIGHT,"Center risky (3.2), moving to safest: Right (0.2)",person(dynamic_obstacles | d:1.14m | r:2.43)
1775716813.8299148,11,TURN_RIGHT,"Center risky (3.2), moving to safest: Right (0.2)",person(dynamic_obstacles | d:1.14m | r:2.43)
1775716814.2610564,12,TURN_RIGHT,"Center risky (3.2), moving to safest: Right (0.1)",person(dynamic_obstacles | d:1.15m | r:2.39)
1775716814.7155948,13,TURN_RIGHT,"Center risky (3.0), moving to safest: Right (0.2)",person(dynamic_obstacles | d:1.30m | r:2.14)
1775716815.1943705,14,TURN_LEFT,"Center risky (3.1), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.21m | r:2.29)
1775716815.6784143,15,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.19m | r:2.33)
1775716816.1130364,16,TURN_RIGHT,"Center risky (3.3), moving to safest: Right (0.2)",person(dynamic_obstacles | d:1.15m | r:2.40); tv(unknown | d:5.82m | r:0.08)
1775716816.5812604,17,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.16m | r:2.39)
1775716817.0371203,18,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.17m | r:2.36)
1775716817.6676662,19,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.15m | r:2.40)
1775716818.126979,20,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.17m | r:2.37)
1775716818.5739439,21,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.15m | r:2.40)
1775716819.0117788,22,TURN_LEFT,"Center risky (3.3), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.15m | r:2.41)
1775716819.4576046,23,TURN_LEFT,"Center risky (3.3), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.15m | r:2.40)
1775716819.962346,24,TURN_LEFT,"Center risky (3.3), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.15m | r:2.39)
1775716820.4058132,25,TURN_LEFT,"Center risky (3.3), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.14m | r:2.42)
1775716820.8405483,26,TURN_LEFT,"Center risky (3.3), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.15m | r:2.40)
1775716821.273871,27,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.16m | r:2.39)
1775716821.7458487,28,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.15m | r:2.39)
1775716822.2609496,29,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.16m | r:2.39)
1775716822.7047522,30,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.16m | r:2.39)
1775716823.2653139,31,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.15m | r:2.39)
1775716824.1720295,32,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.17m | r:2.37)
1775716824.9900563,33,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.17m | r:2.37)
1775716825.6940956,34,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.17m | r:2.36)
1775716826.314326,35,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.17m | r:2.36)
1775716827.1250744,36,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.16m | r:2.38)
1775716827.921168,37,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.17m | r:2.36)
1775716828.3669543,38,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.16m | r:2.38)
1775716828.8448033,39,TURN_LEFT,"Center risky (3.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.15m | r:2.40)
1775716829.6117911,40,TURN_LEFT,"Center risky (0.8), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.15m | r:2.41)
1775716830.1834404,41,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.37m | r:2.04); person(dynamic_obstacles | d:3.92m | r:0.75)
1775716830.7102334,42,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.15m | r:2.39); person(dynamic_obstacles | d:1.16m | r:2.38)
1775716831.248932,43,MOVE_FORWARD,Center is lowest risk (0.6),person(dynamic_obstacles | d:1.36m | r:2.06); person(dynamic_obstacles | d:2.29m | r:1.25); chair(small_static | d:2.77m | r:0.35)
1775716831.714941,44,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.54m | r:1.83); person(dynamic_obstacles | d:3.81m | r:0.77)
1775716832.2935538,45,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.61m | r:1.75); person(dynamic_obstacles | d:3.84m | r:0.76)
1775716832.789585,46,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.56m | r:1.81); person(dynamic_obstacles | d:3.53m | r:0.83); chair(small_static | d:2.54m | r:0.38)
1775716833.2243383,47,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.59m | r:1.77); person(dynamic_obstacles | d:3.52m | r:0.83); chair(small_static | d:3.06m | r:0.32)
1775716833.7594528,48,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.53m | r:1.84); person(dynamic_obstacles | d:3.59m | r:0.81); chair(small_static | d:2.75m | r:0.35)
1775716834.1964378,49,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.55m | r:1.82); person(dynamic_obstacles | d:3.65m | r:0.80)
1775716834.647111,50,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.60m | r:1.77); person(dynamic_obstacles | d:3.87m | r:0.76); chair(small_static | d:2.44m | r:0.39)
1775716835.069686,51,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.57m | r:1.79); person(dynamic_obstacles | d:4.11m | r:0.71); chair(small_static | d:3.14m | r:0.31)
1775716835.501594,52,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.47m | r:1.91); person(dynamic_obstacles | d:3.69m | r:0.79)
1775716836.02751,53,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.44m | r:1.95); person(dynamic_obstacles | d:3.80m | r:0.77)
1775716836.4657345,54,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.60m | r:1.77); person(dynamic_obstacles | d:3.93m | r:0.74)
1775716836.9449182,55,MOVE_FORWARD,Center is lowest risk (0.3),person(dynamic_obstacles | d:1.41m | r:1.99); person(dynamic_obstacles | d:3.90m | r:0.75)
1775716837.4117322,56,TURN_LEFT,"Center risky (2.9), moving to safest: Left (0.3)",person(dynamic_obstacles | d:1.44m | r:1.95); person(dynamic_obstacles | d:3.63m | r:0.80); chair(small_static | d:4.00m | r:0.24)
1775716837.8775685,57,TURN_LEFT,"Center risky (2.4), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.57m | r:1.79); person(dynamic_obstacles | d:4.18m | r:0.70)
1775716838.4062247,58,TURN_LEFT,"Center risky (2.3), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.70m | r:1.66); person(dynamic_obstacles | d:5.18m | r:0.57)
1775716838.8511896,59,TURN_LEFT,"Center risky (2.5), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.56m | r:1.81); person(dynamic_obstacles | d:4.94m | r:0.60)
1775716839.313823,60,TURN_LEFT,"Center risky (2.5), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.53m | r:1.84); person(dynamic_obstacles | d:4.66m | r:0.63)
1775716839.7795548,61,TURN_LEFT,"Center risky (2.7), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.44m | r:1.95); person(dynamic_obstacles | d:4.41m | r:0.66)
1775716840.2181478,62,TURN_LEFT,"Center risky (2.4), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.58m | r:1.79); person(dynamic_obstacles | d:4.85m | r:0.61)
1775716840.7232018,63,TURN_LEFT,"Center risky (2.4), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.59m | r:1.78); person(dynamic_obstacles | d:4.50m | r:0.65)
1775716841.169892,64,TURN_LEFT,"Center risky (2.4), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.58m | r:1.79); person(dynamic_obstacles | d:4.30m | r:0.68)
1775716841.62475,65,TURN_LEFT,"Center risky (2.3), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.69m | r:1.68); person(dynamic_obstacles | d:4.93m | r:0.60)
1775716842.1217105,66,TURN_LEFT,"Center risky (2.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.73m | r:1.64); person(dynamic_obstacles | d:5.38m | r:0.55)
1775716842.6240778,67,TURN_LEFT,"Center risky (3.3), moving to safest: Left (0.2)",person(dynamic_obstacles | d:1.15m | r:2.41)
1775716843.2669544,68,TURN_LEFT,"Center risky (0.2), moving to safest: Left (0.1)",person(dynamic_obstacles | d:1.14m | r:2.43)
1775716843.9080827,69,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.10m | r:2.51)
1775716844.3591285,70,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.09m | r:2.52)
1775716844.93987,71,MOVE_FORWARD,Center is lowest risk (0.2),person(dynamic_obstacles | d:1.12m | r:2.47)
